,image,complex,frog_eye_leaf_spot,healthy,powdery_mildew,rust,scab,labels
5528,aa0cf25ed3c89b43.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
8500,bcf212f04abf5b10.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7435,b4ec0f96b117231b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6973,b1bd5b405ae45a2d.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5424,a9a597d69aeaf001.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2349,92d76e5c2979a0b4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5793,aaf5b5d50acd2d04.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
10502,c8c03ddfeb881f09.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
18392,feda139e1081bdc1.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
10433,c8232d72e49307df.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2441,93d90c204f3d9bf2.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5297,a8e595caca6d9c54.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5963,abe2d0879aa5c83d.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8656,bdb3662d1a9c21c6.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1872,8f20be1ad23cd725.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2753,95a1679535d29f30.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11883,d2cbcc4732b9ce06.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9045,c03bdca03fa4d275.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
4319,a29ab6629a8196bf.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1711,8d98e55fc60bc954.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
17659,fae98d4995c34a31.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15922,f09554f026c55d4f.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2009,906bb5025ab54fb9.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
13635,e00f759d65d52887.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9004,bffec0e02c87816a.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
3932,a095afc5c70d52b5.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6011,ac5ed3e5c9027970.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
14780,e88cccacdc702a7e.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
673,84d0cf1338647bb7.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10702,ca25c4f05f58a75a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11896,d2d4948d7c68e4f2.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15047,e9e0c0c70f64fd38.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15869,f0709e4780d94d9f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14852,e8c1b0cacbfc0fd0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
627,848a5a93c3f9696d.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
2485,944b64976e9226eb.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5392,a979eae4acb4c498.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
15706,ef7ed0257a8158a1.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12338,d5ceab404ae7b8a1.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17151,f81e81303db46ed6.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18496,ff80f052daf3e801.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13288,dd8730c4a49a63f9.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
4033,a0ded23d382532f3.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
13645,e01e42d90c66f3f3.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
6540,af28d6549b10c75b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6359,add8f582da685345.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
11221,ceaf6d073c0bd700.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
17603,faabc9c5093d0db0.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2039,909dcdc54d667338.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1331,89f45ad03b59a85b.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
16008,f0cbe0c587d43c87.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6702,aff1d603c8cfe480.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10436,c82933c21f623f9b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17762,fbe5c19185a5d115.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
15694,ef5ca3afd4c74080.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2656,952a9e135c19e379.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5757,aadaaff8ee54040a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9279,c0f3479e9c333323.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14346,e4b03f4f1d45d612.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
18515,ff8ac2d286a6a43c.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
6707,affa20851395bc6a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14228,e3789a85710b3976.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2027,90933379b9791959.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1656,8d1eb4d2869fda81.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
14648,e72bc2978bc59294.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
6025,ac8238ccd6bf807e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13561,dfb5a1f0ca428f0a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14499,e59f34d446050f79.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
18211,fdcd8708973404fa.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6769,b08dcfe2e4c2a758.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
3319,9a9075e42e8f9ab1.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11590,d0c800df85297f7d.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
8457,bcad8d9cd9435849.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8000,b84ff05dd401e6c9.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5979,abf6d2c60c612e99.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
9756,c396c68cf8e138f8.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15288,eb7ac5800ff8c0d3.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5530,aa119b5f58199de8.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9926,c4c6682fbf124da9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17341,f8e3d071c053cf83.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
9333,c13ac1d89f438ccf.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13180,dcb46ac7010af5f4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
266,81b23de294969e6e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5335,a907fd3fc5d80429.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10463,c87f6fa53304f580.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13654,e02b86b99ad798ac.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
15034,e9d34f92633706a1.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
2507,9484ebb59493bcc5.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13630,e009d6350e67dd63.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12753,d8e867991137299b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14695,e7d71e4054c4c13f.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
19,802f4bbd295063fe.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7266,b47ac8c5cf686e0a.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15301,eb97d438aeeb0260.jpg,1,0,0,0,1,0,"[1, 0, 0, 0, 1, 0]"
12266,d58631dd20bec536.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
4211,a1c9944a4bbcede2.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3916,a08795b81fd0be93.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10628,c9ac3ca74cd15356.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14493,e59af19c902d147b.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17316,f8d0d09f8b3a65c1.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9543,c207d6e09f68f839.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
1090,87c32387a2b4eaea.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11914,d2dd998698a7ec60.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17997,fceec0425f0d3a68.jpg,0,1,0,0,1,0,"[0, 1, 0, 0, 1, 0]"
2114,90f30f843f8f20de.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11696,d18a03b71bf06db4.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17301,f8c0c39fd83d34a8.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9594,c282f061e9ec5e9e.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
14302,e429cc9b99a931cb.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
5824,ab20f14a756f10e7.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
9686,c2f02f8631c63ee3.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7300,b495e2aad72cc968.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
18016,fcfac0d10d0b8db8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2728,958e956912b5a4be.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
13515,df3b8800e2f892fa.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
17354,f8eed233d0f00dc8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12138,d4c367739964b80e.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
9773,c3a3bcc20364e6cf.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
5236,a8b468ca9db79c0d.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
8797,bec195ea920390fd.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9031,c0316d80d27de3fc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2895,966d7adab021433e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15508,ed85ab9ac8d2283d.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
1311,89cfa93dcc0587a3.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8924,bf9ac0e9c6628633.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
3149,988c2ccdc706773e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8338,bba472c49b1a196b.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
13604,dfe270e2c044a6d7.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2158,9167768d56bc9922.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15580,edf2828a9ad0f346.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
7976,b815e17ac747078b.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
18167,fda42b619098cecd.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16873,f5b5e144cb0c44fc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17885,fc8b609593385e33.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14080,e1e30347fbc840db.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8576,bd7295320036eafc.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
6636,afa23b9c5aa958a8.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
93,80a4c7f6ad9a55d8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7942,b7c2c0defe48029e.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
1092,87c6b5aaf1a65286.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12169,d4e5b2e814857f86.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12530,d721ca38cb4bc356.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
478,8355b86a956bd16a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8867,bf37e8d6824883c9.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
12301,d5a25ec7e803b8c5.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9167,c0b00f5bf19cb1ce.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7019,b23434724e9bd4cb.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
9572,c258c0979eb9f075.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10201,c63c8dc47907e2f8.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17424,f963074c18d164fd.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10407,c7f00b736c8943b3.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
1496,8b8a705362baeaea.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
1241,8955162bf43db529.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7962,b7f0857785e300a7.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
3001,972a35d6612af545.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
13564,dfbb0000c37c6f65.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5448,a9b5d240f85f2a99.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2761,95ac78c15a9ab0fa.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8820,bee9d0c2839bce05.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5311,a8ebe72602c3ca4f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8148,b9af3382921ae770.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11566,d0b6239bc63cd2d2.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2691,956291ca4b7ad758.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11073,cd837156c3589d99.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
4796,a5a5c0b4de964e9a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15722,ef953542d103cc57.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1231,892ec13c8b783fca.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8621,bd97c3018037de35.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
11693,d1826b6a9797b8a1.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
772,857233cbd0695f31.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
1473,8b4e03259f4b97c5.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7716,b5fc90d457c3220f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17166,f82fd0ff0559220d.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3281,99e898b7c61743ac.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8715,be02b556a855ca6d.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
12001,d3d02ed452fd211b.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7240,b466cb31302f3adc.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
12278,d594839c6bed310b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5134,a86997a59896c9da.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5087,a80785e0de8774b7.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5267,a8cdcd346a9199da.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14877,e8da8b2d65741693.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8124,b96b81a41f9272f8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13412,de81defbc0516512.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15351,ebd4dbb491663064.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
9744,c383671fc2aae6e0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8255,bab0cba0fe8a7183.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1830,8ea96e32d50acad5.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
18253,fe06ce32b8f108cd.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13789,e0b628c23fb83579.jpg,0,1,0,0,1,0,"[0, 1, 0, 0, 1, 0]"
18369,febb54da241910e9.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5814,ab0ed345cd4686e6.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
6400,ae00d5a2e1563efc.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
18540,ffa0abc289cd0f09.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2144,91436bb324d9f3c1.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7709,b5f14a88f02d4f96.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
17777,fc05ae7d8b209b07.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
477,834d32adb95cd89a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13664,e03496c3d9ddc1c9.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5817,ab17c98607a7e1b1.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1763,8de3e321b1f96c03.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
9559,c23066d02fc17deb.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
9189,c0bec6c0d6c2d8cf.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
15964,f0b69f928369c391.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
13220,dce4811791a76ea5.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
2795,95c1c8caf7a7710c.jpg,1,0,0,1,0,0,"[1, 0, 0, 1, 0, 0]"
7718,b600c9f06eb362cf.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
14193,e2f0e1f898b21f51.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5223,a8afda90c1eaca8d.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5354,a937a4fa4b6849d2.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
1581,8c6e3d86f81e111f.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
945,868d7c3ab5c545a6.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10467,c8833cca137c6f55.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2287,928524ea9778cb9e.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
10809,cad96254b23f934a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1290,89afbce1e20f8296.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7272,b481c2993d7c7d61.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15713,ef88c69fce823cc0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16275,f22ec5be9401b82f.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8930,bfa3982dc15ec194.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1479,8b56741c567c22be.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6790,b09ec0cdeae53a25.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8440,bc9668d8ae99945c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13422,de9073918753f438.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
6048,aca88dc58c9e8af6.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8681,bdd27fc2640f1492.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11164,cdf71f3395a20164.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
15448,ece042e8ef454d0f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4758,a592ba09f2d7532a.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
17521,fa23d4574a525c4b.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
8702,bdf01acd8fa2c4c4.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
3334,9aa70dba24b96369.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
1550,8be1e1c75823585f.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
8593,bd84d4dacaf8cb40.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15482,ed34b6de8608dac2.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
12827,d9a98d8a92736347.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
8229,ba91919fda5f00f0.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12045,d43871073fa3d217.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16920,f5db2874139c47c1.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7872,b72ab6402ad728f6.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
15087,ea21879f1c7095cb.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
4620,a50e0048fbe54f6f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11716,d1ad65c00fd31fd0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
136,80cf38907f9d631d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17627,fac5978e9c555242.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1811,8e8835d2ebdbc503.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1359,8a55853d77b262d2.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
3439,9be6da99369c22c1.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12935,da8b418099ddcd5d.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14709,e80f18f81b19bfe0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6539,af2789823f9a630d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16998,f68fd6054e4a2d52.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9423,c1b018d98af333f3.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3542,9d3824db1a71c5ec.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14890,e8e8d2994d974553.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9172,c0b5a7fd6d1b40d0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18503,ff837c9f82c8051c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18357,feb391e50d25a524.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
3888,a065c7a60d07e7ec.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15877,f078d760c22f8b8e.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9993,c52849de7fe51581.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1956,8fda95ae98b4b064.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15273,eb49c08f5f14a91b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1626,8cc713b04bb158fe.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
519,839b6a7a21adaf14.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9586,c26d93f4c2c3aaca.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11980,d3a407fa4e23f09c.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
1229,892ac679d77095a9.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17996,fceda5f48a216194.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
